Date,lifetime_likes,lifetime_likes_f13-17,lifetime_likes_f18-24,lifetime_likes_f25-34,lifetime_likes_f35-44,lifetime_likes_f45-54,lifetime_likes_f55-64,lifetime_likes_f65plus,lifetime_likes_m13-17,lifetime_likes_m18-24,lifetime_likes_m25-34,lifetime_likes_m35-44,lifetime_likes_m45-54,lifetime_likes_m55-64,lifetime_likes_m65plus,lifetime_likes_u18-24,lifetime_likes_u25-34,lifetime_likes_u35-44,lifetime_likes_u45-54,lifetime_likes_u55-64,daily_engaged,daily_talking
1/8/2015,554,2,41,53,47,16,9,1,0,124,125,67,38,8,11,1,3,6,1,1,,
1/9/2015,554,2,41,53,47,16,9,1,0,124,125,67,38,8,11,1,3,6,1,1,,
1/10/2015,556,2,42,53,47,16,9,1,0,125,125,67,38,8,11,1,3,6,1,1,,
1/11/2015,555,2,42,52,46,16,9,2,0,125,125,67,38,8,11,1,3,6,1,1,,
1/12/2015,557,2,41,53,46,16,9,2,0,126,126,68,38,8,10,1,3,6,1,1,,
1/13/2015,559,2,42,53,46,16,9,2,0,126,126,68,38,8,10,1,3,7,1,1,,
1/14/2015,559,2,42,54,46,16,9,2,0,125,127,67,38,8,10,1,3,7,1,1,,
1/15/2015,561,2,42,54,47,17,9,2,0,124,128,67,38,8,10,1,3,7,1,1,,
1/16/2015,562,2,41,55,47,17,9,2,0,125,128,67,38,8,10,1,3,7,1,1,,
1/17/2015,562,2,41,55,47,17,9,2,0,125,128,67,38,8,10,1,3,7,1,1,,
1/18/2015,564,2,41,55,47,17,9,2,1,125,128,67,38,8,11,1,3,7,1,1,,
1/19/2015,566,2,42,55,47,17,9,2,1,125,129,67,38,8,11,1,3,7,1,1,,
1/20/2015,569,2,43,55,47,17,9,2,1,125,131,67,38,8,11,1,3,7,1,1,,
1/21/2015,571,2,43,55,47,17,9,2,1,125,132,68,38,8,11,1,3,7,1,1,,
1/22/2015,575,2,43,56,47,17,9,2,1,126,134,68,38,8,11,1,3,7,1,1,,
1/23/2015,578,2,43,56,47,17,9,2,1,128,134,69,38,8,11,1,3,7,1,1,,
1/24/2015,578,2,43,56,47,17,9,2,1,128,134,69,38,8,11,1,3,7,1,1,,
1/25/2015,578,2,43,56,47,17,9,2,1,127,135,68,39,8,11,1,3,7,1,1,,
1/26/2015,581,2,43,57,47,17,9,2,1,128,136,68,39,8,11,1,3,7,1,1,,
1/27/2015,590,2,44,57,47,17,9,2,1,133,139,68,39,8,11,1,3,7,1,1,,
1/28/2015,596,2,44,57,47,17,9,3,1,135,140,69,40,8,11,1,3,7,1,1,,
1/29/2015,603,2,45,58,47,17,9,4,1,136,141,71,40,8,11,1,3,7,1,1,,
1/30/2015,604,2,45,58,47,17,10,3,1,136,142,71,40,8,11,1,3,7,1,1,,
1/31/2015,604,2,45,58,47,17,10,3,1,135,143,71,40,8,11,1,3,7,1,1,,
2/1/2015,605,2,45,58,47,17,10,3,1,135,144,71,40,8,11,1,3,7,1,1,,
2/2/2015,607,2,45,58,47,17,10,3,1,135,146,71,40,8,11,1,3,7,1,1,,
2/3/2015,607,2,45,58,47,17,10,3,1,135,146,71,40,8,11,1,3,7,1,1,,
2/4/2015,608,2,45,58,47,17,10,3,1,134,148,71,40,8,11,1,3,7,1,1,,
2/5/2015,613,2,46,59,47,17,10,3,1,134,150,72,40,8,11,1,3,7,1,1,,
2/6/2015,613,2,46,59,47,17,10,3,1,133,151,72,40,8,11,1,3,7,1,1,,
2/7/2015,613,2,46,59,47,17,10,3,1,133,151,72,40,8,11,1,3,7,1,1,,
2/8/2015,613,2,46,59,47,17,10,3,1,133,151,72,40,8,11,1,3,7,1,1,,
2/9/2015,615,2,46,59,47,17,10,3,1,135,151,72,39,9,11,1,3,7,1,1,,
2/10/2015,614,2,46,59,47,17,10,3,1,135,151,72,39,9,10,1,3,7,1,1,,
2/11/2015,614,2,46,59,47,17,10,3,1,135,151,72,39,9,10,1,3,7,1,1,,
2/12/2015,617,2,47,59,47,17,10,3,1,136,151,73,39,9,10,1,3,7,1,1,,
2/13/2015,617,2,47,59,47,17,10,3,1,136,150,74,39,9,10,1,3,7,1,1,,
2/14/2015,618,2,48,59,47,17,10,3,1,136,150,74,39,9,10,1,3,7,1,1,,
2/15/2015,619,2,48,60,47,17,10,3,1,135,151,74,39,9,10,1,3,7,1,1,,
2/16/2015,619,2,48,60,47,17,10,3,1,135,151,74,39,9,10,1,3,7,1,1,,
2/17/2015,621,2,48,60,47,17,10,3,1,135,152,75,39,9,10,1,3,7,1,1,,
2/18/2015,623,2,48,60,47,17,10,3,1,135,152,77,39,9,10,1,3,7,1,1,,
2/19/2015,631,2,50,60,48,17,10,3,1,136,153,78,41,9,10,1,3,7,1,1,,
2/20/2015,631,2,50,60,48,17,10,3,1,136,153,78,41,9,10,1,3,7,1,1,,
2/21/2015,633,3,50,60,48,17,10,3,1,136,154,78,41,9,10,1,3,7,1,1,,
2/22/2015,636,3,50,63,48,17,10,3,1,136,154,78,41,9,10,1,3,7,1,1,,
2/23/2015,637,3,50,63,48,17,10,3,1,137,154,78,41,9,10,1,3,7,1,1,,
2/24/2015,639,3,50,63,48,17,10,3,1,138,155,78,41,9,10,1,3,7,1,1,,
2/25/2015,639,3,50,63,48,17,10,3,1,138,155,78,41,9,10,1,3,7,1,1,,
2/26/2015,639,3,50,63,48,17,10,3,1,138,155,78,41,9,10,1,3,7,1,1,,
2/27/2015,641,3,50,62,48,17,10,4,1,139,156,78,41,9,10,1,3,7,1,1,,
2/28/2015,641,3,50,62,48,17,10,4,1,139,156,78,41,9,10,1,3,6,2,1,,
3/1/2015,643,3,50,62,48,17,10,4,1,140,157,78,41,9,10,1,3,6,2,1,,
3/2/2015,644,3,50,62,48,17,10,4,1,140,158,78,41,9,10,1,3,6,2,1,,
3/3/2015,645,3,50,62,48,17,10,4,1,140,159,78,41,9,10,1,3,6,2,1,,
3/4/2015,647,3,50,62,48,17,10,4,1,140,161,78,41,9,10,1,3,6,2,1,,
3/5/2015,648,3,49,63,48,17,10,4,1,140,161,78,42,9,10,1,3,6,2,1,,
3/6/2015,654,3,50,65,49,17,10,4,1,140,162,79,42,9,10,1,3,6,2,1,,
3/7/2015,654,3,50,66,49,17,10,4,1,140,162,78,42,9,10,1,3,6,2,1,,
3/8/2015,656,3,50,66,49,17,10,4,1,140,162,79,42,10,10,1,3,6,2,1,,
3/9/2015,657,3,50,66,49,17,10,4,1,140,162,80,42,10,10,1,3,6,2,1,,
3/10/2015,657,3,50,66,49,17,10,4,1,139,163,80,42,10,10,1,3,6,2,1,,
3/11/2015,660,3,50,68,49,17,10,4,1,139,163,80,43,10,10,1,3,6,2,1,,
3/12/2015,660,3,50,68,49,17,10,4,1,139,163,80,43,10,10,1,3,6,2,1,,
3/13/2015,661,3,50,68,49,17,10,4,1,139,163,80,44,10,10,1,3,6,2,1,,
3/14/2015,661,3,50,68,49,17,10,4,1,139,163,80,44,10,10,1,3,6,2,1,,
3/15/2015,661,3,50,68,49,17,10,4,1,139,163,80,44,10,10,1,3,6,2,1,,
3/16/2015,662,3,50,68,49,17,11,4,1,139,163,80,44,10,10,1,3,6,2,1,,
3/17/2015,663,3,51,68,49,17,11,4,1,139,163,80,44,10,10,1,3,6,2,1,,
3/18/2015,661,3,50,68,49,17,11,4,1,138,163,80,44,10,10,1,3,6,2,1,,
3/19/2015,662,3,50,68,50,17,11,4,1,138,163,80,44,10,10,1,3,6,2,1,,
3/20/2015,662,3,50,68,50,17,11,4,1,138,163,80,44,10,10,1,3,6,2,1,,
3/21/2015,663,3,50,68,50,17,11,5,1,138,163,80,44,10,10,1,3,6,2,1,,
3/22/2015,664,3,50,68,50,17,11,5,1,139,163,80,44,10,10,1,3,6,2,1,,
3/23/2015,664,3,50,68,50,17,11,5,1,139,163,80,44,10,10,1,3,6,2,1,,
3/24/2015,664,2,51,68,50,17,11,5,1,139,163,80,44,10,10,1,3,6,2,1,,
3/25/2015,664,2,51,68,50,17,11,5,1,139,163,80,44,10,10,1,3,6,2,1,,
3/26/2015,665,2,51,68,50,17,11,5,1,139,164,80,44,10,10,1,3,6,2,1,,
3/27/2015,665,2,51,68,50,17,11,5,1,139,164,80,44,10,10,1,3,6,2,1,,
3/28/2015,665,2,51,68,50,17,11,5,1,139,164,80,44,10,10,1,3,6,2,1,,
3/29/2015,666,2,51,68,50,17,11,5,1,138,166,80,44,10,10,1,3,6,2,1,,
3/30/2015,667,2,51,68,50,17,11,5,1,138,166,81,44,10,10,1,3,6,2,1,,
3/31/2015,670,2,51,68,50,17,11,5,1,140,166,81,45,10,10,1,3,6,2,1,,
4/1/2015,672,3,51,68,50,18,11,5,1,140,166,81,45,10,10,1,3,6,2,1,,
4/2/2015,675,3,52,68,50,18,11,5,1,140,168,81,45,10,10,1,3,6,2,1,,
4/3/2015,675,3,52,68,50,18,11,5,1,140,168,81,45,9,11,1,3,6,2,1,,
4/4/2015,675,3,52,68,50,18,11,5,1,140,168,81,45,9,11,1,3,6,2,1,,
4/5/2015,675,3,52,68,50,18,11,5,1,140,168,81,45,9,11,1,3,6,2,1,,
4/6/2015,675,3,52,68,50,18,11,5,1,140,168,81,45,9,11,1,3,6,2,1,,
4/7/2015,675,3,52,67,51,18,11,5,1,140,168,81,45,9,11,1,3,6,2,1,,
4/8/2015,678,3,50,69,51,18,11,5,1,141,168,82,46,9,11,1,3,6,2,1,,
4/9/2015,678,3,50,69,51,18,11,5,1,141,168,82,46,9,11,1,3,6,2,1,,
4/10/2015,678,3,50,69,51,18,11,5,1,141,168,82,46,9,11,1,3,6,2,1,,
4/11/2015,679,3,50,69,51,18,11,5,1,142,168,82,46,9,11,1,3,6,2,1,,
4/12/2015,679,3,50,69,51,18,11,5,1,142,168,82,46,9,11,1,3,6,2,1,,
4/13/2015,680,3,50,70,51,18,11,5,1,142,168,82,46,9,11,1,3,6,2,1,,
4/14/2015,680,3,50,70,51,18,11,5,1,142,168,82,46,9,11,1,3,6,2,1,,
4/15/2015,682,3,50,70,52,18,11,5,1,142,169,82,46,9,11,1,3,6,2,1,,
4/16/2015,684,3,50,70,52,18,11,5,1,142,169,84,46,9,11,1,3,6,2,1,,
4/17/2015,685,3,50,70,52,18,11,5,1,143,169,84,46,9,11,1,3,6,2,1,,
4/18/2015,686,3,50,70,52,18,11,5,1,143,169,85,46,9,11,1,3,6,2,1,,
4/19/2015,688,3,50,71,52,18,11,5,1,143,169,86,46,9,11,1,3,6,2,1,,
4/20/2015,689,3,50,71,52,18,11,5,1,143,169,86,46,10,11,1,3,6,2,1,,
4/21/2015,693,3,51,71,52,18,11,5,1,143,172,86,46,10,11,1,3,6,2,1,,
4/22/2015,695,3,51,71,52,18,11,5,1,143,173,86,46,11,11,1,3,6,2,1,,
4/23/2015,695,3,51,71,52,18,11,5,1,143,173,86,46,11,11,1,3,6,2,1,,
4/24/2015,696,3,51,71,52,18,11,5,1,142,174,87,46,11,11,1,3,6,2,1,,
4/25/2015,696,3,51,71,52,18,11,5,1,142,174,87,46,11,11,1,3,6,2,1,,
4/26/2015,698,3,51,71,53,18,11,5,1,142,175,87,46,11,11,1,3,6,2,1,,
4/27/2015,699,3,51,71,53,18,11,5,1,143,175,88,45,11,11,1,3,6,2,1,,
4/28/2015,699,3,51,71,53,18,11,5,1,143,175,88,45,11,11,1,3,6,2,1,,
4/29/2015,703,3,51,71,54,18,11,5,1,143,177,89,45,11,11,1,3,6,2,1,,
4/30/2015,705,3,51,71,54,18,11,5,1,143,178,89,46,11,11,1,3,6,2,1,,
5/1/2015,705,3,51,71,54,18,11,5,1,143,178,89,46,11,11,1,3,6,2,1,,
5/2/2015,708,3,52,71,54,18,11,5,1,143,179,90,46,11,11,1,3,6,2,1,,
5/3/2015,709,3,52,72,54,18,11,5,1,143,179,90,46,11,11,1,3,6,2,1,,
5/4/2015,711,3,52,73,54,18,11,5,1,144,179,90,46,11,11,1,3,6,2,1,,
5/5/2015,717,3,52,73,54,20,11,5,1,147,179,90,46,11,11,1,3,6,3,1,,
5/6/2015,719,3,52,73,54,20,12,5,1,147,179,91,46,11,11,1,3,6,3,1,,
5/7/2015,720,3,52,73,54,20,12,5,1,147,179,91,46,11,11,1,3,6,4,1,,
5/8/2015,721,3,52,73,54,20,12,5,1,148,179,91,46,11,11,1,3,6,4,1,,
5/9/2015,721,3,52,73,54,20,12,5,1,148,179,91,46,11,11,1,3,6,4,1,,
5/10/2015,721,3,52,73,54,20,12,5,1,148,179,91,46,11,11,1,3,6,4,1,,
5/11/2015,721,3,52,73,54,20,12,5,1,147,180,91,46,11,11,1,3,6,4,1,,
5/12/2015,722,3,53,73,54,20,12,5,1,147,180,91,46,11,11,1,3,6,4,1,,
5/13/2015,723,3,54,73,54,20,12,5,1,147,180,91,46,11,11,1,3,6,4,1,,
5/14/2015,723,3,54,73,54,20,12,5,1,147,179,92,46,11,11,1,3,6,4,1,,
5/15/2015,723,2,54,74,54,20,12,5,1,147,179,92,46,11,11,1,3,6,4,1,,
5/16/2015,723,2,54,74,54,20,12,5,1,147,179,92,46,11,11,1,3,6,4,1,,
5/17/2015,723,2,53,75,54,20,12,5,1,147,179,92,46,11,11,1,3,6,4,1,,
5/18/2015,723,2,53,75,54,20,12,5,1,147,178,93,46,11,11,1,3,6,4,1,,
5/19/2015,724,2,53,75,54,21,12,5,1,147,178,93,46,11,11,1,3,6,4,1,,
5/20/2015,727,2,54,75,54,21,12,5,1,148,179,93,46,11,11,1,3,6,4,1,,
5/21/2015,727,2,54,75,54,21,12,5,1,148,179,93,46,11,11,1,3,6,4,1,,
5/22/2015,728,2,54,75,54,21,12,5,1,148,179,94,46,11,11,1,3,6,4,1,,
5/23/2015,729,2,54,75,54,21,12,5,1,148,180,94,46,11,11,1,3,6,4,1,,
5/24/2015,729,2,54,75,54,21,12,5,1,148,180,94,46,11,11,1,3,6,4,1,,
5/25/2015,729,2,54,75,54,21,12,5,1,148,179,95,46,11,11,1,3,6,4,1,,
5/26/2015,731,2,54,75,54,21,12,5,1,150,179,95,46,11,11,1,3,6,4,1,,
5/27/2015,732,2,54,75,54,22,12,5,1,150,179,95,46,11,11,1,3,6,4,1,,
5/28/2015,734,2,54,76,55,22,12,5,1,150,179,95,46,11,11,1,3,6,4,1,,
5/29/2015,734,2,54,76,55,22,12,5,1,150,179,95,46,11,11,1,3,6,4,1,,
5/30/2015,734,2,54,76,55,22,12,5,1,150,179,95,46,11,11,1,3,6,4,1,,
5/31/2015,746,2,55,77,57,23,12,5,1,151,180,97,48,12,11,1,3,6,4,1,,
6/1/2015,749,2,56,77,57,23,12,5,1,152,181,97,48,12,11,1,3,6,4,1,,
6/2/2015,751,2,56,77,57,23,12,5,1,152,182,97,48,12,11,1,3,6,5,1,,
6/3/2015,752,2,55,78,57,23,12,6,1,151,183,97,48,12,11,1,3,6,5,1,,
6/4/2015,753,1,56,78,57,23,12,6,1,151,183,96,49,13,11,1,3,6,5,1,,
6/5/2015,755,1,56,78,58,23,12,6,1,152,183,96,49,13,11,1,3,6,5,1,,
6/6/2015,755,1,56,78,58,23,12,6,1,152,183,96,49,13,11,1,3,6,5,1,,
6/7/2015,755,1,56,78,58,23,12,6,1,152,183,96,49,13,11,1,3,6,5,1,,
6/8/2015,755,1,56,78,58,23,12,6,1,152,183,96,49,13,11,1,3,6,5,1,,
6/9/2015,755,1,56,78,58,23,12,6,1,151,184,96,49,13,11,1,3,6,5,1,,
6/10/2015,756,1,56,78,58,23,12,6,1,150,185,97,49,13,11,1,3,6,5,1,,
6/11/2015,756,1,56,78,58,23,12,6,1,150,185,97,49,13,11,1,3,6,5,1,,
6/12/2015,757,1,57,78,58,23,12,6,1,150,185,97,49,13,11,1,3,6,5,1,,
6/13/2015,757,1,57,78,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/14/2015,757,1,57,78,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/15/2015,757,1,56,79,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/16/2015,757,1,56,79,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/17/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/18/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/19/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/20/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/21/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/22/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/23/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/24/2015,761,1,56,80,58,23,12,6,1,151,184,98,51,13,11,1,3,6,5,1,,
6/25/2015,762,1,56,80,58,23,12,6,1,151,185,98,51,13,11,1,3,6,5,1,,
6/26/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/27/2015,762,1,56,80,58,23,12,6,1,151,185,98,51,13,11,1,3,6,5,1,,
6/28/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/29/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/30/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/1/2015,761,1,55,81,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/2/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/3/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/4/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/5/2015,761,1,54,82,57,24,12,5,1,151,184,99,51,13,11,1,3,6,5,1,,
7/6/2015,763,1,54,82,57,24,12,5,1,152,185,99,51,13,11,1,3,6,5,1,,
7/7/2015,763,1,54,82,57,24,12,5,1,152,185,99,51,13,11,1,3,6,5,1,,
7/8/2015,763,1,54,82,57,24,12,5,1,151,186,99,51,13,11,1,3,6,5,1,,
7/9/2015,764,1,54,82,57,24,12,5,1,151,186,99,52,13,11,1,3,6,5,1,,
7/10/2015,765,1,54,82,57,24,12,5,1,151,187,99,52,13,11,1,3,6,5,1,,
7/11/2015,766,1,54,82,57,24,12,5,1,150,189,99,52,13,11,1,3,6,5,1,,
7/12/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/13/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/14/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/15/2015,767,1,55,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/16/2015,768,1,56,82,57,24,12,5,1,148,190,99,52,13,12,1,3,6,5,1,,
7/17/2015,768,1,56,82,57,24,12,5,1,148,190,99,52,13,12,1,3,6,5,1,,
7/18/2015,769,1,56,82,57,24,12,5,1,148,191,99,52,13,12,1,3,6,5,1,,
7/19/2015,769,1,56,82,57,24,12,5,1,147,192,99,52,13,12,1,3,6,5,1,,
7/20/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/21/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/22/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/23/2015,767,1,56,81,57,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/24/2015,767,1,56,81,57,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/25/2015,767,1,56,80,58,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/26/2015,767,1,56,80,58,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/27/2015,767,1,56,80,58,24,12,5,1,145,194,98,52,13,12,1,3,6,5,1,,
7/28/2015,768,1,56,80,58,24,12,5,1,145,194,99,52,13,12,1,3,6,5,1,,
7/29/2015,768,1,56,80,58,24,12,5,1,145,194,99,52,13,12,1,3,6,5,1,,
7/30/2015,768,1,56,80,58,24,12,5,1,145,194,99,51,13,13,1,3,6,5,1,,
7/31/2015,768,1,56,80,58,24,12,5,1,145,194,97,53,13,13,1,3,6,5,1,,
8/1/2015,769,1,56,80,58,24,12,5,1,143,196,97,54,13,13,1,3,6,5,1,,
8/2/2015,769,1,56,80,58,24,12,5,1,143,196,97,54,13,13,1,3,6,5,1,,
8/3/2015,769,1,56,80,58,24,12,5,1,143,196,96,55,13,13,1,3,6,5,1,,
8/4/2015,769,1,56,80,58,24,12,5,1,142,197,96,55,13,13,1,3,6,5,1,,
8/5/2015,769,1,56,80,58,24,12,5,1,141,198,96,55,13,13,1,3,6,5,1,,
8/6/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/7/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/8/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/9/2015,768,1,56,80,58,24,12,5,1,139,199,96,55,13,13,1,3,6,5,1,,
8/10/2015,768,1,56,80,58,24,12,5,1,139,199,96,55,13,13,1,3,6,5,1,,
8/11/2015,768,1,56,80,58,24,12,5,1,138,200,96,55,13,13,1,3,6,5,1,,
8/12/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/13/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/14/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/15/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/16/2015,771,1,56,82,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/17/2015,770,1,56,82,58,24,12,5,1,138,199,97,55,13,13,1,3,6,5,1,,
8/18/2015,770,1,56,82,58,24,12,5,1,137,200,97,55,13,13,1,3,6,5,1,,
8/19/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/20/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/21/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/22/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/23/2015,772,1,56,82,58,24,12,5,1,137,202,97,55,13,13,1,3,6,5,1,,
8/24/2015,773,1,56,82,58,24,12,5,1,136,203,98,55,13,13,1,3,6,5,1,,
8/25/2015,774,1,56,82,58,25,12,5,1,136,203,98,55,13,13,1,3,6,5,1,,
8/26/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/27/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/28/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/29/2015,777,1,57,82,58,26,12,5,1,135,204,98,56,13,13,1,3,6,5,1,,
8/30/2015,779,1,57,82,58,26,12,5,1,137,204,98,56,13,13,1,3,6,5,1,,
8/31/2015,789,1,58,82,58,26,12,5,1,141,209,98,56,13,13,1,3,6,5,1,,
9/1/2015,793,1,59,82,58,26,12,5,1,144,209,98,56,13,13,1,3,6,5,1,,
9/2/2015,794,1,59,82,58,26,12,5,1,144,210,98,56,13,13,1,3,6,5,1,,
9/3/2015,795,1,59,82,58,26,12,5,1,145,210,98,56,13,13,1,3,6,5,1,,
9/4/2015,797,1,59,82,58,26,12,5,1,147,210,98,56,13,13,1,3,6,5,1,,
9/5/2015,797,1,59,82,58,26,12,5,1,147,210,98,56,13,13,1,3,6,5,1,,
9/6/2015,797,1,59,82,58,26,12,5,1,146,211,98,56,13,13,1,3,6,5,1,,
9/7/2015,800,1,59,82,59,26,12,5,1,146,212,99,56,13,13,1,3,6,5,1,,
9/8/2015,812,1,60,84,59,26,12,5,1,148,217,99,56,13,14,1,3,7,5,1,,
9/9/2015,813,1,61,84,59,26,12,5,1,148,217,99,56,13,14,1,3,7,5,1,,
9/10/2015,813,1,61,84,59,26,12,5,1,148,216,100,56,13,14,1,3,7,5,1,,
9/11/2015,813,1,61,84,59,26,12,5,1,148,215,101,56,13,14,1,3,7,5,1,,
9/12/2015,816,1,61,84,59,26,12,5,1,149,217,101,56,13,14,1,3,7,5,1,,
9/13/2015,816,1,61,84,59,26,12,5,1,149,217,101,56,13,14,1,3,7,5,1,,
9/14/2015,817,1,61,84,59,26,12,5,1,150,217,101,56,13,14,1,3,7,5,1,,
9/15/2015,819,1,60,85,59,26,12,5,1,152,217,101,56,13,14,1,3,7,5,1,,
9/16/2015,819,1,60,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/17/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/18/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/19/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/20/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/21/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/22/2015,825,1,61,84,59,27,12,5,1,154,217,103,57,13,14,1,3,7,5,1,,
9/23/2015,827,1,61,84,58,28,12,5,1,154,217,104,58,13,14,1,3,7,5,1,,
9/24/2015,829,1,61,84,58,28,12,5,1,153,220,104,58,13,14,1,3,7,5,1,,
9/25/2015,830,1,61,84,58,28,12,5,1,154,220,104,58,13,14,1,3,7,5,1,,
9/26/2015,830,1,61,84,58,28,12,5,1,152,222,104,58,13,14,1,3,7,5,1,,
9/27/2015,830,1,62,83,58,28,12,5,1,152,222,103,59,13,14,1,3,7,5,1,,
9/28/2015,831,1,63,83,58,28,12,5,1,152,222,104,58,13,14,1,3,7,5,1,,
9/29/2015,831,1,63,83,58,28,12,5,1,152,222,103,59,13,14,1,3,7,5,1,,
9/30/2015,830,1,63,83,57,28,12,5,1,152,222,102,60,13,14,1,3,7,5,1,,
10/1/2015,831,1,63,83,57,28,12,5,1,153,222,102,60,13,14,1,3,7,5,1,,
10/2/2015,844,1,65,86,56,28,12,5,1,158,224,102,61,13,14,1,4,7,5,1,,
10/3/2015,846,1,66,86,56,28,12,5,1,159,224,102,61,13,14,1,4,7,5,1,,
10/4/2015,847,1,67,86,56,28,12,5,1,159,224,102,61,13,14,1,4,7,5,1,,
10/5/2015,846,1,67,86,56,28,12,5,1,158,224,102,61,13,14,1,4,7,5,1,,
10/6/2015,850,1,67,86,56,29,12,5,1,159,225,102,62,13,14,1,4,7,5,1,,
10/7/2015,851,1,67,85,57,29,12,5,1,158,227,101,63,13,14,1,4,7,5,1,,
10/8/2015,852,1,67,85,57,29,12,5,1,156,228,102,64,13,14,1,4,7,5,1,,
10/9/2015,852,1,67,85,57,29,12,5,1,155,229,102,64,13,14,1,4,7,5,1,,
10/10/2015,852,1,67,85,57,29,12,5,1,154,230,102,64,13,14,1,4,7,5,1,,
10/11/2015,852,1,67,86,56,29,12,5,1,159,226,101,64,13,14,1,4,7,5,1,,
10/12/2015,852,1,67,86,56,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/13/2015,852,1,67,85,57,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/14/2015,852,1,67,85,57,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
